,cluster
HS3ST4,10
HS3ST5,36
HS3ST6,74
HS6ST1,183
HS6ST2,65
HS6ST3,2
HSBP1,104
HSBP1L1,67
HSD11B1,3
HSD11B1L,199
HSD11B2,127
HSD17B1,50
HSD17B10,72
HSD17B11,170
HSD17B12,99
HSD17B13,3
HSD17B14,68
HSD17B2,166
HSD17B3,137
HSD17B4,103
HSD17B6,187
HSD17B7,66
HSD17B8,4
HSD3B1,153
HSD3B2,153
HSD3B7,133
HSDL1,47
HSDL2,29
HSF1,109
HSF2,30
HSF4,181
HSF5,44
HSP90AA1,66
HSP90AB1,109
HSP90B1,91
HSPA12A,37
HSPA12B,132
HSPA13,159
HSPA14,99
HSPA1L,145
HSPA2,190
HSPA4,109
HSPA4L,156
HSPA5,13
HSPA6,94
HSPA8,57
HSPA9,42
HSPB1,140
HSPB2,79
HSPB3,30
HSPB6,7
HSPB7,185
HSPB8,185
HSPB9,122
HSPBAP1,36
HSPBP1,58
HSPD1,101
HSPG2,167
HSPH1,37
HTN1,20
HTN3,94
HTR1A,142
HTR1B,124
HTR1D,55
HTR1E,35
HTR1F,157
HTR2A,124
HTR2B,46
HTR2C,70
HTR3A,79
HTR3B,79
HTR3C,98
HTR3D,132
HTR3E,26
HTR4,199
HTR5A,168
HTR6,175
HTR7,185
HTRA1,41
HTRA2,71
HTRA3,68
HTRA4,134
HUNK,189
HUS1,83
HUS1B,63
HUWE1,87
HVCN1,26
HYAL1,175
HYAL2,55
HYAL3,180
HYAL4,28
HYCC1,32
HYCC2,104
HYDIN,125
HYOU1,101
IAPP,21
IARS1,101
IARS2,101
ICA1,26
ICA1L,44
ICAM1,27
ICAM2,155
ICAM3,164
ICAM4,11
ICAM5,48
ICE1,13
ICOSLG,5
ID1,104
ID2,89
ID3,67
ID4,166
IDE,157
IDH1,143
IDH2,38
IDH3A,111
IDH3B,67
IDH3G,61
IDI1,172
IDI2,172
IDS,33
IER2,42
IER5,66
IER5L,191
IFFO1,172
IFFO2,89
IFI16,44
IFI27,179
IFI27L1,17
IFI27L2,67
IFI35,122
IFI44,157
IFI44L,155
IFI6,172
IFIH1,198
IFIT1,28
IFIT1B,143
IFIT2,170
IFIT3,5
IFIT5,67
IFITM1,200
IFITM10,63
IFITM2,183
IFITM3,183
IFITM5,118
IFNA1,93
IFNA10,93
IFNA14,93
IFNA16,93
IFNA17,93
IFNA2,93
IFNA21,93
IFNA4,93
IFNA5,93
IFNA6,93
IFNA7,93
IFNA8,93
IFNAR1,51
IFNAR2,51
IFNB1,93
IFNE,93
IFNGR1,47
IFNGR2,48
IFNK,96
IFNL1,120
IFNL2,53
IFNL3,53
IFNLR1,118
IFNW1,93
IFRD1,33
IFRD2,171
IFT140,179
IFT172,173
IFT27,180
IFT70A,174
IFT70B,40
IFT80,14
IFT88,27
IGBP1,13
IGDCC3,14
IGDCC4,169
IGF1,49
IGF1R,91
IGF2,170
IGF2BP1,34
IGF2BP2,17
IGF2BP3,141
IGFALS,61
IGFBP1,67
IGFBP2,41
IGFBP3,41
IGFBP4,200
IGFBP5,60
IGFBP6,136
IGFBP7,180
IGFBPL1,172
IGFL1,180
IGFL2,190
IGFL3,5
IGFL4,11
IGFN1,182
IGHMBP2,119
IGLL1,191
IGLL5,32
IGLON5,126
IGSF1,155
IGSF10,139
IGSF11,174
IGSF21,167
IGSF22,21
IGSF3,153
IGSF5,178
IGSF8,186
IGSF9,124
IGSF9B,79
IHH,168
IK,13
IKBKB,117
IKBKE,182
IKBKG,165
IKZF1,115
IKZF2,66
IKZF3,122
IKZF4,180
IKZF5,89
IL10,63
IL10RA,37
IL10RB,65
IL11RA,176
IL12RB1,135
IL12RB2,1
IL13RA1,1
IL13RA2,145
IL16,172
IL17A,178
IL17B,171
IL17C,179
IL17D,67
IL17F,127
IL17RA,163
IL17RB,39
IL17RC,57
IL17RD,30
IL17RE,168
IL18R1,42
IL18RAP,36
IL19,171
IL1B,68
IL1F10,189
IL1R1,165
IL1R2,188
IL1RAP,165
IL1RAPL1,94
IL1RAPL2,31
IL1RL1,155
IL1RL2,30
IL1RN,5
IL20,29
IL20RA,155
IL20RB,171
IL21R,145
IL22RA1,140
IL22RA2,70
IL23R,31
IL24,34
IL25,121
IL26,31
IL27RA,199
IL2RB,166
IL2RG,140
IL31RA,174
IL36A,30
IL36B,30
IL36G,155
IL36RN,155
IL37,30
IL4I1,66
IL4R,1
IL5RA,47
IL6R,129
IL6ST,53
IL7R,7
IL9R,78
ILDR1,177
ILDR2,178
ILF2,99
ILF3,99
ILK,152
ILKAP,78
ILVBL,138
IMMP1L,8
IMMP2L,33
IMP4,100
IMPA1,8
IMPA2,184
IMPDH1,185
IMPDH2,111
IMPG1,3
IMPG2,127
INA,69
INAVA,185
INF2,77
ING1,87
ING2,87
ING3,162
ING4,9
ING5,141
INHA,175
INHBA,10
INHBB,30
INHBC,195
INHBE,195
INKA1,127
INKA2,153
INMT,180
INO80,87
INPP1,155
INPP4A,189
INPP4B,199
INPP5B,191
INPP5E,62
INPP5F,57
INPP5J,67
INPP5K,150
INPPL1,130
INS,78
INSIG1,58
INSIG2,198
INSL4,62
INSL5,3
INSL6,62
INSM1,68
INSM2,132
INSR,91
INSRR,173
INSYN1,174
INSYN2A,9
INSYN2B,169
INTS11,7
INTS6,160
INTS6L,50
INTS9,162
IP6K1,66
IP6K2,171
IP6K3,5
IPCEF1,23
IPMK,115
IPO11,88
IPO13,141
IPO4,64
IPO5,64
IPO7,59
IPO8,89
IPO9,82
IPP,10
IQCA1,9
IQCE,74
IQCF1,136
IQCF2,189
IQCF3,50
IQCF5,127
IQCF6,177
IQCN,49
IQGAP1,105
IQGAP2,42
IQGAP3,48
IQSEC1,144
IQSEC2,180
IQSEC3,77
IRAG1,44
IRAG2,164
IRAK1,165
IRAK2,66
IRAK3,11
IRAK4,32
IREB2,172
IRF1,139
IRF2,62
IRF2BP1,108
IRF2BP2,108
IRF2BPL,108
IRF3,3
IRF4,117
IRF5,132
IRF6,158
IRF7,69
IRF8,115
IRF9,51
IRGC,67
IRGM,190
IRS1,91
IRS2,91
IRS4,26
IRX1,42
IRX2,4
IRX3,4
IRX4,4
IRX5,4
IRX6,49
ISCA1,72
ISCA2,72
ISG15,62
ISG20,60
ISG20L2,100
ISL1,92
ISL2,199
ISLR,171
ISLR2,17
ISM1,67
ISOC1,189
ISOC2,179
ISX,60
ITCH,30
ITGA1,30
ITGA10,65
ITGA11,18
ITGA2,128
ITGA2B,68
ITGA3,159
ITGA4,137
ITGA5,128
ITGA6,127
ITGA7,140
ITGA8,34
ITGA9,14
ITGAD,133
ITGAE,167
ITGAL,21
ITGAM,188
ITGAV,152
ITGAX,22
ITGB1,159
ITGB1BP2,145
ITGB2,168
ITGB3,19
ITGB4,58
ITGB5,152
ITGB6,49
ITGB7,170
ITGB8,26
ITGBL1,17
ITIH1,1
ITIH2,66
ITIH3,54
ITIH4,177
ITIH6,166
ITK,96
ITLN1,51
ITLN2,125
ITM2A,46
ITM2B,39
ITM2C,78
ITPKA,171
ITPKB,41
ITPKC,167
ITPR1,170
ITPR2,164
ITPR3,167
ITPRID1,11
ITPRID2,48
ITPRIP,18
ITPRIPL1,125
ITPRIPL2,48
ITSN1,29
ITSN2,113
IVD,180
IVNS1ABP,29
IWS1,82
JADE1,179
JADE2,90
JADE3,5
JAG1,11
JAG2,77
JAK1,53
JAK2,116
JAK3,140
JAKMIP1,70
JAKMIP2,5
JAKMIP3,41
JAM2,47
JAM3,79
JAML,34
JARID2,36
JDP2,96
JMJD1C,88
JMJD4,69
JMJD6,109
JMJD7,189
JMJD8,78
JMY,187
JOSD1,70
JOSD2,180
JPH1,144
JPH2,68
JPH3,41
JPH4,121
JRKL,47
JUN,152
JUNB,165
JUND,128
JUP,104
KALRN,4
KANK1,57
KANK2,145
KANK3,67
KANK4,23
KANSL1,87
KANSL1L,9
KANSL3,87
KARS1,101
KASH5,192
KAT2A,114
KAT2B,67
KAT5,70
KAT6A,90
KAT6B,90
KAT7,84
KAT8,6
KATNA1,155
KATNAL1,193
KATNAL2,24
KAZALD1,67
KBTBD11,61
KBTBD12,34
KBTBD13,189
KBTBD2,91
KBTBD3,6
KBTBD4,165
KBTBD6,10
KBTBD7,10
KBTBD8,48
KCNA1,190
KCNA10,153
KCNA2,154
KCNA3,68
KCNA4,28
KCNA5,167
KCNA6,167
KCNA7,68
KCNAB1,30
KCNAB2,75
KCNAB3,30
KCNB1,16
KCNB2,189
KCNC1,14
KCNC2,18
KCNC3,132
KCNC4,153
KCND1,171
KCND2,174
KCND3,153
KCNE1,170
KCNE2,5
KCNE3,49
KCNE5,175
KCNF1,168
KCNG1,187
KCNG2,169
KCNG3,4
KCNG4,18
KCNH1,96
KCNH2,167
KCNH3,55
KCNH4,189
KCNH5,48
KCNH6,182
KCNH7,2
KCNH8,192
KCNIP1,62
KCNIP2,193
KCNIP3,189
KCNIP4,26
KCNJ1,79
KCNJ10,178
KCNJ11,175
KCNJ13,78
KCNJ14,5
KCNJ15,3
KCNJ16,5
KCNJ2,189
KCNJ3,68
KCNJ4,168
KCNJ5,79
KCNJ6,181
KCNJ8,39
KCNJ9,169
KCNK1,179
KCNK10,23
KCNK12,18
KCNK13,21
KCNK15,166
KCNK16,11
KCNK17,78
KCNK18,171
KCNK2,50
KCNK3,174
KCNK4,16
KCNK5,111
KCNK6,184
KCNK7,119
KCNK9,60
KCNMA1,170
KCNMB1,179
KCNMB2,15
KCNMB3,175
KCNMB4,69
KCNN1,18
KCNN2,189
KCNN3,175
KCNN4,193
KCNQ1,170
KCNQ2,191
KCNQ3,132
KCNQ4,42
KCNQ5,113
KCNRG,192
KCNS1,67
KCNS2,185
KCNS3,90
KCNT1,174
KCNT2,3
KCNU1,134
KCNV1,173
KCNV2,57
KCTD1,139
KCTD10,159
KCTD11,132
KCTD12,186
KCTD13,105
KCTD14,130
KCTD15,192
KCTD16,23
KCTD17,186
KCTD18,8
KCTD19,177
KCTD2,182
KCTD20,20
KCTD21,130
KCTD3,11
KCTD4,2
KCTD5,105
KCTD6,51
KCTD7,126
KCTD8,171
KCTD9,105
KDELR1,39
KDELR2,37
KDELR3,38
KDM1A,116
KDM1B,23
KDM2A,87
KDM2B,90
KDM3A,68
KDM3B,88
KDM4A,34
KDM4B,180
KDM4C,26
KDM4D,143
KDM4E,143
KDM5A,62
KDM5B,186
KDM5C,116
KDM6A,88
KDM6B,174
KDM7A,97
KDM8,99
KDR,3
KDSR,85
KEAP1,105
KEL,190
KERA,28
KHDC1,125
KHDC1L,125
KHDC3L,125
KHDRBS1,44
KHDRBS2,3
KHDRBS3,164
KHK,182
KHNYN,192
KHSRP,110
KIAA0319,125
KIAA0319L,189
KIAA1210,3
KIAA1217,199
KIAA1549,166
KIAA1549L,155
KIAA1614,177
KIAA1671,35
KIAA1755,175
KIAA1958,192
KIF11,12
KIF12,65
KIF13A,41
KIF13B,5
KIF14,92
KIF15,82
KIF16B,1
KIF17,55
KIF18A,162
KIF18B,82
KIF19,19
KIF1A,41
KIF1B,170
KIF1C,68
KIF20A,165
KIF21A,43
KIF21B,4
KIF22,159
KIF23,102
KIF24,65
KIF25,199
KIF26A,77
KIF26B,58
KIF27,14
KIF2A,48
KIF2B,142
KIF2C,82
KIF3A,30
KIF3B,145
KIF3C,170
KIF4A,5
KIF4B,139
KIF5A,195
KIF5B,191
KIF6,14
KIF7,172
KIF9,1
KIFC1,162
KIFC2,61
KIFC3,167
KIR2DL1,59
KIR2DL3,59
KIR2DL4,190
KIR3DL1,59
KIR3DL2,39
KIR3DL3,59
KIRREL1,105
KIRREL2,189
KIRREL3,79
KISS1R,56
KIT,173
KL,68
KLB,28
KLC1,67
KLC2,119
KLC3,182
KLC4,127
KLF1,165
KLF10,82
KLF11,170
KLF12,37
KLF13,67
KLF14,193
KLF15,182
KLF16,162
KLF17,34
KLF2,67
KLF3,104
KLF4,177
KLF5,104
KLF6,94
KLF7,132
KLF8,184
KLF9,3
KLHDC1,11
KLHDC10,48
KLHDC2,20
KLHDC3,53
KLHDC4,88
KLHDC7A,167
KLHDC8A,182
KLHDC8B,171
KLHDC9,22
KLHL1,175
KLHL10,122
KLHL11,181
KLHL12,199
KLHL13,9
KLHL14,67
KLHL15,68
KLHL17,75
KLHL18,198
KLHL2,157
KLHL20,162
KLHL21,61
KLHL22,35
KLHL24,15
KLHL25,78
KLHL26,167
KLHL28,48
KLHL29,169
KLHL3,15
KLHL30,78
KLHL31,49
KLHL32,43
KLHL33,167
KLHL34,181
KLHL35,41
KLHL36,182
KLHL38,131
KLHL4,53
KLHL40,55
KLHL41,24
KLHL42,68
KLHL5,47
KLHL6,174
KLHL7,37
KLHL8,38
KLHL9,93
KLK1,60
KLK10,166
KLK11,171
KLK12,171
KLK13,11
KLK14,190
KLK15,22
KLK2,132
KLK3,132
KLK4,132
KLK5,141
KLK6,182
KLK7,171
KLK8,89
KLK9,141
KLKB1,98
KLRB1,145
KLRC1,28
KLRC2,41
KLRC3,41
KLRC4,48
KLRD1,28
KLRF1,42
KLRF2,11
KLRG1,144
KLRG2,61
KMO,31
KMT2A,90
KMT2B,120
KMT2C,109
KMT2D,88
KMT2E,109
KMT5B,15
KMT5C,170
KNG1,141
KPLCE,3
KPNA1,8
KPNA2,110
KPNA3,139
KPNA4,26
KPNA5,29
KPNA6,3
KPNA7,65
KPNB1,42
KPRP,1
KRAS,104
KRBOX1,143
KRBOX5,164
KRCC1,38
KREMEN1,42
KREMEN2,200
KRIT1,115
KRT1,29
KRT10,33
KRT12,28
KRT13,49
KRT14,1
KRT15,49
KRT18,194
KRT19,94
KRT2,190
KRT20,8
KRT222,122
KRT23,144
KRT24,38
KRT25,122
KRT26,122
KRT27,43
KRT28,122
KRT3,171
KRT31,94
KRT32,60
KRT33A,181
KRT33B,94
KRT34,16
KRT35,122
KRT36,94
KRT37,10
KRT38,11
KRT39,42
KRT4,137
KRT40,42
KRT5,137
KRT6A,94
KRT6B,94
KRT6C,41
KRT7,4
KRT71,21
KRT72,185
KRT73,170
KRT74,17
KRT75,96
KRT76,155
KRT77,171
KRT78,142
KRT79,181
KRT80,65
KRT81,8
KRT82,34
KRT83,96
KRT84,178
KRT85,174
KRT86,136
KRT9,122
KRTAP1-1,11
KRTAP1-4,94
KRTAP1-5,11
KRTAP10-1,141
KRTAP10-10,69
KRTAP10-11,141
KRTAP10-2,191
KRTAP10-3,141
KRTAP10-5,168
KRTAP10-8,141
KRTAP10-9,141
KRTAP11-1,48
KRTAP12-1,179
KRTAP12-2,69
KRTAP12-3,168
KRTAP13-1,139
KRTAP13-2,187
KRTAP13-3,185
KRTAP13-4,171
KRTAP15-1,34
KRTAP16-1,94
KRTAP24-1,43
KRTAP25-1,31
KRTAP26-1,138
KRTAP27-1,36
KRTAP3-1,94
KRTAP3-2,26
KRTAP3-3,94
KRTAP4-11,94
KRTAP4-2,94
KRTAP4-3,94
KRTAP4-4,94
KRTAP4-5,94
KRTAP4-6,191
KRTAP4-8,94
KRTAP4-9,26
KRTAP5-2,69
KRTAP5-3,200
KRTAP5-5,31
KRTAP5-6,40
KRTAP9-1,26
KRTAP9-6,94
KRTAP9-8,94
KRTAP9-9,94
KRTCAP3,166
KSR1,123
KSR2,63
KY,124
KYAT1,171
KYAT3,39
L1CAM,182
L2HGDH,20
L3MBTL1,14
L3MBTL2,164
L3MBTL3,90
L3MBTL4,3
LACRT,144
LACTB,10
LAG3,145
LAGE3,101
LAIR2,58
LALBA,138
LAMA1,68
LAMA2,54
LAMA3,182
LAMA4,68
LAMA5,169
LAMB1,173
LAMB2,187
LAMB3,58
LAMB4,173
LAMC1,198
LAMC2,4
LAMC3,61
LAMP1,166
LAMP2,46
LAMP5,68
LANCL1,139
LANCL2,138
LANCL3,41
LAP3,132
LAPTM4A,89
LAPTM4B,37
LAPTM5,168
LARGE1,15
LARGE2,128
LARP1,162
LARP1B,19
LARP4,162
LARP4B,162
LARP6,155
LARP7,109
LARS1,132
LARS2,72
LASP1,122
LATS1,14
LATS2,105
LAYN,30
LBH,157
LBHD1,37
LBP,182
LBR,58
LBX1,41
LBX2,169
LCA5,42
LCA5L,26
LCAT,128
LCE1B,179
LCE1D,2
LCE2A,52
LCE2B,166
LCE2D,94
LCE3A,172
LCE3B,159
LCE3C,159
LCE3D,59
LCE3E,59
LCE5A,50
LCK,198
LCLAT1,167
LCMT1,110
LCMT2,174
LCN10,78
LCN12,78
LCN15,78
LCN2,62
LCN6,78
LCN8,78
LCN9,191
LCNL1,170
LCOR,167
LCORL,33
LCP1,113
LCP2,173
LCT,189
LCTL,11
LDB1,92
LDB2,171
LDB3,125
LDHA,52
LDHAL6A,8
LDHAL6B,58
LDHB,32
LDHC,142
LDHD,173
LDLR,198
LDLRAD2,89
LDLRAD4,190
LDLRAP1,113
LDOC1,11
LEF1,174
LEFTY1,179
LEFTY2,60
LELP1,6
LEMD1,172
LEMD2,162
LEMD3,162
LENG8,86
LENG9,69
LEPR,48
LEPROT,32
LEPROTL1,36
LETM1,100
LETM2,134
LETMD1,127
LFNG,70
LGALS1,166
LGALS12,31
LGALS13,68
LGALS14,120
LGALS16,68
LGALS2,48
LGALS3,132
LGALS3BP,74
LGALS4,120
LGALS7,53
LGALS7B,120
LGALS8,31
LGALS9,123
LGALS9B,123
LGALS9C,124
LGALSL,198
LGI1,32
LGI2,36
LGI3,190
LGI4,120
LGMN,61
LGR4,69
LGR5,50
LGR6,175
LGSN,5
LHB,53
LHCGR,67
LHFPL1,44
LHFPL2,105
LHFPL4,44
LHFPL5,132
LHFPL6,196
LHFPL7,165
LHPP,78
LHX1,137
LHX2,175
LHX3,181
LHX4,37
LHX5,141
LHX6,191
LHX8,145
LHX9,9
LIFR,53
LIG1,83
LIG3,72
LIG4,83
LILRA1,58
LILRA2,166
LILRA4,8
LILRA5,200
LILRB1,58
LILRB2,58
LILRB3,2
LILRB4,5
LILRB5,58
LIM2,190
LIMCH1,21
LIMD1,187
LIMD2,182
LIME1,41
LIMK1,64
LIMK2,64
LIMS2,55
LIN28A,68
LIN28B,34
LIN54,127
LIN7A,44
LIN7B,132
LIN7C,165
LINGO1,60
LINGO2,67
LINGO3,172
LINGO4,189
LIPA,24
LIPC,22
LIPF,144
LIPG,21
LIPH,3
LIPI,155
LIPJ,28
LIPK,136
LIPM,14
LIPN,27
LITAF,26
LIX1,22
LIX1L,129
LLGL1,138
LLGL2,58
LMAN1,169
LMAN1L,187
LMAN2,184
LMAN2L,96
LMBR1,57
LMBR1L,136
LMCD1,66
LMF1,182
LMF2,63
LMNA,101
LMNB1,101
LMNB2,68
LMNTD1,164
LMO1,70
LMO2,116
LMO3,65
LMO4,90
LMO7,48
LMOD1,24
LMOD2,2
LMOD3,23
LMTK2,132
LMTK3,191
LMX1A,26
LMX1B,166
LNPEP,16
LNX1,171
LNX2,128
LONP1,99
LONP2,29
LONRF1,171
LONRF2,39
LONRF3,170
LOX,41
LOXHD1,193
LOXL1,67
LOXL2,190
LOXL3,177
LOXL4,132
LPA,95
LPAR1,152
LPAR3,32
LPAR4,189
LPAR5,170
LPAR6,31
LPCAT1,170
LPCAT2,24
LPCAT3,43
LPCAT4,180
LPGAT1,24
LPIN1,57
LPIN2,65
LPIN3,199
LPL,68
LPO,11
LPP,39
LPXN,39
LRAT,168
LRATD1,191
LRATD2,170
LRBA,57
LRCH1,200
LRCH2,66
LRCH3,172
LRCH4,126
LRFN1,120
LRFN2,124
LRFN3,35
LRFN4,119
LRFN5,44
LRG1,37
LRGUK,97
LRIG1,67
LRIG2,154
LRIG3,89
LRIT1,133
LRIT2,145
LRIT3,180
LRMDA,124
LRP1,191
LRP10,198
LRP11,186
LRP12,38
LRP1B,1
LRP2,68
LRP2BP,98
LRP3,140
LRP4,21
LRP5,58
LRP6,66
LRP8,113
LRRC1,6
LRRC10,175
LRRC10B,119
LRRC14,76
LRRC14B,78
LRRC15,125
LRRC17,5
LRRC18,137
LRRC19,28
LRRC2,193
LRRC23,179
LRRC24,78
LRRC26,67
LRRC27,30
LRRC28,47
LRRC3,68
LRRC30,174
LRRC32,182
LRRC36,26
LRRC37A2,59
LRRC37A3,181
LRRC37B,33
LRRC38,70
LRRC39,29
LRRC3B,139
LRRC3C,122
LRRC4,30
LRRC40,48
LRRC43,96
LRRC45,73
LRRC46,76
LRRC47,75
LRRC49,50
LRRC4B,132
LRRC4C,37
LRRC52,125
LRRC55,125
LRRC58,166
LRRC61,60
LRRC66,173
LRRC7,39
LRRC70,11
LRRC72,47
LRRC74A,197
LRRC8A,182
LRRC8B,153
LRRC8C,26
LRRC8D,22
LRRC8E,166
LRRCC1,190
LRRD1,29
LRRFIP1,170
LRRFIP2,108
LRRIQ3,32
LRRIQ4,132
LRRK1,187
LRRK2,174
LRRN1,30
LRRN2,182
LRRN3,1
LRRN4,166
LRRN4CL,119
LRRTM1,41
LRRTM2,174
LRRTM3,143
LRRTM4,32
LRTM1,30
LRTM2,118
LRWD1,126
LSAMP,193
LSG1,100
LSM1,171
LSM14A,49
LSM14B,74
LSM4,13
LSM6,29
LSM7,13
LSM8,162
LSP1,65
LSR,35
LTA,138
LTA4H,157
LTB,68
LTB4R,121
LTB4R2,67
LTBP1,70
LTBP2,193
LTBP3,119
LTBR,172
LTC4S,74
LTF,34
LTK,167
LUC7L,178
LUC7L2,157
LUC7L3,85
LUM,47
LURAP1,136
LURAP1L,62
LUZP1,108
LVRN,170
LXN,198
LY6D,190
LY6E,70
LY6H,182
LY6K,96
LY75,189
LY9,166
LYG1,144
LYG2,189
LYL1,116
LYN,138
LYPD1,196
LYPD2,76
LYPD3,67
LYPD4,30
LYPD5,186
LYPD6,14
LYPD6B,8
LYPLA1,65
LYPLA2,185
LYPLAL1,39
LYRM4,83
LYSMD1,129
LYSMD2,156
LYSMD3,27
LYSMD4,47
LYST,49
LYVE1,47
LYZ,36
LYZL4,178
LYZL6,11
LZIC,118
LZTR1,108
LZTS1,55
LZTS2,68
LZTS3,132
MAB21L1,43
MAB21L2,167
MAB21L3,154
MAB21L4,141
MACC1,9
MACF1,164
MACROD1,119
MACROD2,193
MACROH2A1,157
MACROH2A2,7
MAD2L1,15
MAD2L2,34
MAEA,161
MAF,117
MAFA,76
MAFB,169
MAFF,166
MAFG,73
MAFK,77
MAG,120
MAGEA1,200
MAGEA10,66
MAGEA11,179
MAGEA12,198
MAGEA4,184
MAGEA6,94
MAGEA8,179
MAGEB1,36
MAGEB10,38
MAGEB16,187
MAGEB17,51
MAGEB18,30
MAGEB2,200
MAGEB3,36
MAGEB4,139
MAGEB5,137
MAGEB6,142
MAGEC1,26
MAGEC2,96
MAGEC3,65
MAGED1,199
MAGED2,54
MAGEE1,89
MAGEE2,5
MAGEF1,197
MAGEH1,118
MAGI1,30
MAGI2,96
MAGI3,154
MAGIX,187
MAGOH,53
MAGOHB,46
MAGT1,198
MAK,28
MAL,133
MALL,190
MAMDC2,192
MAMDC4,89
MAML1,90
MAML2,172
MAML3,58
MAMSTR,9
MAN1A1,44
MAN1A2,154
MAN1B1,89
MAN1C1,34
MAN2A1,8
MAN2A2,175
MAN2B1,70
MAN2B2,166
MAN2C1,59
MANBA,55
MANEA,24
MANEAL,22
MANF,146
MANSC1,35
MANSC4,164
MAOA,187
MAOB,26
MAP1A,175
MAP1B,174
MAP1LC3A,180
MAP1LC3B,171
MAP1LC3B2,128
MAP1LC3C,60
MAP1S,49
MAP2,139
MAP2K1,81
MAP2K2,179
MAP2K3,118
MAP2K4,28
MAP2K5,104
MAP2K6,17
MAP2K7,64
MAP3K1,64
MAP3K10,167
MAP3K11,119
MAP3K12,144
MAP3K13,17
MAP3K19,136
MAP3K2,104
MAP3K20,49
MAP3K21,166
MAP3K3,140
MAP3K4,118
MAP3K5,192
MAP3K6,22
MAP3K7,165
MAP3K7CL,37
MAP3K8,15
MAP3K9,198
MAP4K1,120
MAP4K2,125
MAP4K3,1
MAP4K4,105
MAP6,41
MAP6D1,197
MAP7,70
MAP7D1,191
MAP7D2,48
MAP7D3,88
MAPDA,1
MAPK1,81
MAPK10,23
MAPK11,63
MAPK12,54
MAPK13,68
MAPK14,118
MAPK15,76
MAPK3,191
MAPK4,173
MAPK6,118
MAPK7,104
MAPK8,155
MAPK8IP1,49
MAPK8IP3,175
MAPK9,57
MAPKAPK2,182
MAPKAPK3,64
MAPKAPK5,118
MAPKBP1,65
MAPRE1,82
MAPRE2,24
MAPRE3,66
MAPT,132
MARCHF1,20
MARCHF10,48
MARCHF11,190
MARCHF2,7
MARCHF3,192
MARCHF4,60
MARCHF7,159
MARCHF8,178
MARCHF9,195
MARCKS,170
MARCKSL1,127
MARCO,138
MARK1,31
MARK2,152
MARK3,162
MARK4,68
MARS1,178
MARS2,72
MARVELD2,140
MARVELD3,3
MAS1,17
MAS1L,16
MASP1,89
MASP2,145
MAST1,165
MAST2,140
MAST3,177
MAST4,67
MASTL,102
MAT1A,139
MAT2A,111
MATCAP1,199
MATCAP2,180
MATK,171
MATN1,169
MATN2,21
MATN3,172
MATN4,67
MATR3,82
MAZ,180
MB,167
MB21D2,58
MBD1,68
MBD2,115
MBD3,90
MBD3L1,29
MBD4,26
MBD5,42
MBD6,48
MBIP,49
MBLAC2,68
MBNL1,113
MBNL2,1
MBNL3,42
MBOAT1,6
MBOAT2,57
MBOAT4,69
MBOAT7,84
MBTD1,200
MBTPS1,103
MC1R,78
MC2R,167
MC3R,132
MC4R,46
MC5R,64
MCAM,79
MCC,191
MCCC1,3
MCCC2,196
MCEE,164
MCF2,9
MCF2L,74
MCF2L2,36
MCFD2,33
MCHR1,33
MCHR2,43
MCIDAS,22
MCL1,85
MCM2,102
MCM3,194
MCM3AP,88
MCM4,102
MCM5,102
MCM6,194
MCM7,102
MCM8,83
MCM9,83
MCMDC2,23
MCOLN1,193
MCOLN2,189
MCOLN3,31
MCRIP1,73
MCRIP2,78
MCTP1,193
MCTP2,79
MCTS1,88
MCU,165
MCUB,197
MCUR1,170
MDC1,83
MDFI,174
MDFIC,38
MDGA1,175
MDGA2,29
MDH1,64
MDH1B,180
MDH2,112
MDK,67
MDM2,82
MDM4,82
MDN1,100
ME1,32
ME2,113
ME3,58
MEAK7,199
MECOM,159
MECP2,41
MECR,99
MED12,114
MED12L,175
MED13,114
MED13L,114
MED25,89
MED7,6
MEF2A,63
MEF2B,113
MEF2C,115
MEF2D,115
MEFV,50
MEGF10,196
MEGF11,182
MEGF6,75
MEGF8,168
MEGF9,196
MEI1,171
MEIS1,29
MEIS2,90
MEIS3,185
MELK,164
MELTF,77
MEOX1,198
MEOX2,44
MEP1A,156
MEP1B,53
MEPCE,87
MERTK,48
MESP1,60
MESP2,60
MEST,166
MET,159
METAP1,162
METAP1D,180
METAP2,162
METRN,60
METRNL,77
METTL13,46
METTL17,72
METTL21A,197
METTL21C,26
METTL23,58
METTL24,14
METTL25,165
METTL25B,180
METTL27,7
METTL2A,48
METTL2B,48
METTL6,28
METTL8,1
MEX3A,145
MEX3B,64
MEX3C,168
MEX3D,61
MFAP2,89
MFAP3,32
MFAP3L,74
MFAP4,138
MFAP5,190
MFF,199
MFGE8,17
MFHAS1,65
MFN1,42
MFN2,99
MFNG,3
MFRP,79
MFSD1,157
MFSD10,170
MFSD12,168
MFSD14A,141
MFSD14B,157
MFSD2A,128
MFSD2B,179
MFSD3,58
MFSD4A,182
MFSD4B,33
MFSD5,22
MFSD6,21
MFSD6L,178
MFSD8,192
MFSD9,189
MGA,164
MGAM,186
MGAT1,150
MGAT4A,24
MGAT4B,61
MGAT4C,47
MGAT4D,24
MGAT5,5
MGAT5B,74
MGRN1,152
MGST1,197
MGST2,165
MGST3,29
MIA,157
MIA2,28
MIA3,147
MIB1,38
MIB2,75
MICA,54
MICAL1,174
